pidp,alpha_sim,wgt_indiv
68615411,.024453418,.8108060359954834
68615415,.1095475,1.082530498504639
68616087,.01832494,1.132967352867126
68616091,.012707077,1.052049517631531
68616767,.073335566,1.034790873527527
68621527,.084854737,.8185524940490723
68621531,.074951321,.9216528534889221
68622207,.11310662,.7732534408569336
68622211,.082682088,.8434640765190125
68622215,-.057350945,1.24072539806366
68622887,.039898142,1.284366130828857
68624247,.073653929,.8800221085548401
68624251,.11238623,1.17622172832489
68624255,.12091342,1.143263816833496
68624259,.11820169,1.130726099014282
68624927,-.10181166,.889285147190094
68624931,-.10740589,.9211136102676392
68626285,-.049326729,1.055764675140381
68626289,-.047855515,1.039550304412842
68627645,.058738671,.9449087977409363
68627647,-.18147583,2.016439914703369
68627649,.048818264,1.357912659645081
68628325,.065322369,.8625952005386353
68628327,-.074461639,1.561668395996094
68628329,.047088057,.9034764170646667
68629687,.087764323,.9330713748931885
68629691,.086236857,1.16135561466217
68630367,.20089076,1.110726118087769
68630371,.35840693,1.34099817276001
68630375,.22252786,1.109592080116272
68632522,.15324846,.8980201482772827
68634447,.036343716,1.603551387786865
68635127,.00081752421,.9183267951011658
68636487,.018973669,.8110005855560303
68636491,-.0016294067,.9375215172767639
68636495,-.076149836,1.211912751197815
68637167,-.05136165,.8795863389968872
68637171,-.033236563,.7927653789520264
68637175,-.094081439,1.178462028503418
68639207,-.026299754,1.39633047580719
68639211,-.028426297,1.446661114692688
68639215,-.032175004,1.543177962303162
68642607,-.083304435,1.318711757659912
68643287,.03073721,.9285598993301392
68643291,.088867009,1.047586441040039
68650087,.12683243,.9586540460586548
68650091,.15963887,.8855860233306885
68650767,.053334918,1.362511515617371
68650771,.043170687,2.105915069580078
68650775,.008550114,1.372498989105225
68651447,-.029918024,.8629914522171021
68652807,.1819378,.9140182137489319
68652811,.15227276,.992378294467926
68652815,-.014866975,.9541270732879639
68653487,.05150659,.8537763357162476
68653491,-.0073724822,1.084110140800476
68654167,.2463115,.6958316564559937
68654171,.24102755,.7671937346458435
68654847,.069184124,.9567040801048279
68656207,.16681519,.7637631893157959
68656211,.16009785,.7857388854026794
68656215,.06050916,1.395143628120422
68657567,.053752467,1.229539036750793
68657575,-.012979733,1.48457145690918
68657579,.064218394,1.412094712257385
68657583,.064338766,1.22433865070343
68658247,.20708992,.915881335735321
68658251,.19979355,.9082074165344238
68658927,.074251778,.9545660614967346
68659615,-.056502584,1.554079055786133
68659623,-.026036246,1.350753426551819
68663687,-.089797787,1.439292907714844
68664367,.0089698192,1.079505681991577
68666604,.1153184,.9649593234062195
68667767,.27799475,.6777382493019104
68669127,-.074567139,.926462709903717
68673207,-.18565571,1.855368614196777
68674567,.20490186,.7786877155303955
68674571,.20382212,.8136454224586487
68677967,-.091882773,1.11178982257843
68677971,-.089139856,.9884894490242004
68680007,-.008712329,.8355865478515625
68680011,.010396102,.8245410919189453
68680015,.031116618,.8707700371742249
68680019,.02516515,.9283589124679565
68680687,.0091615887,.7712313532829285
68680691,-.01043379,.7761276960372925
68682047,-.10236275,.9645689725875854
